Locus	wtA	wtB	wtC								
AT5G47880	418	456	351								
AT5G47890	1305	2079	1138								
AT5G47900	23	69	44								
AT5G47910	261	237	208								
AT5G47920	158	260	242								
AT5G47928	0	0	0								
AT5G47930	7003	14635	10380								
AT5G47940	155	194	123								
AT5G47950	679	734	634								
AT5G47960	353	663	446								
AT5G47970	237	675	409								
AT5G47980	95	152	73								
AT5G47990	911	2061	907								
AT5G48000	14	15	9								
AT5G48010	50	102	37								
AT5G48020	2739	4569	2798								
AT5G48030	175	466	287								
AT5G48040	37	61	43								
AT5G48050	0	0	0								
AT5G48060	10	30	42								
AT5G48070	5	10	12								
AT5G48090	6	19	4								
AT5G48100	6	8	2								
AT5G48110	0	83	22								
AT5G48120	47	97	85								
AT5G48130	5	18	3								
AT5G48140	0	0	0								
AT5G48150	619	945	575								
AT5G48160	4066	7292	3878								
AT5G48170	4	10	4								
AT5G48175	160	137	190								
AT5G48180	6135	12086	9020								
AT5G48190	0	0	0								
AT5G48200	0	0	0								
AT5G48205	0	0	0								
AT5G48210	0	0	0								
AT5G48220	44	112	85								
AT5G48230	7526	8869	5698								
AT5G48240	251	598	318								
AT5G48250	209	296	167								
AT5G48270	0	0	0								
AT5G48280	0	0	0								
AT5G48290	282	412	244								
AT5G48300	173	693	348								
AT5G48310	20	55	28								
AT5G48320	6	9	22								
AT5G48330	27	128	76								
AT5G48335	438	838	562								
AT5G48340	65	153	66								
AT5G48350	0	0	0								
AT5G48360	273	649	377								
AT5G48370	102	289	211								
AT5G48375	0	0	0								
AT5G48380	1226	2250	1627								
AT5G48385	2052	2395	1584								
AT5G48390	0	1	0								
AT5G48400	0	0	0								
AT5G48410	24	69	57								
AT5G48412	13303	32797	18235								
AT5G48420	0	0	0								
AT5G48430	106	179	66								
AT5G48440	117	272	92								
AT5G48450	9	23	21								
AT5G48460	1937	1671	1436								
AT5G48465	0	0	0								
AT5G48470	143	357	266								
AT5G48480	1031	2062	1612								
AT5G48485	850	4093	2268								
AT5G48490	0	0	0								
AT5G48500	1491	3902	2392								
AT5G48510	0	0	2								
AT5G48515	0	0	0								
AT5G48520	969	732	595								
AT5G48530	12	31	20								
AT5G48540	234	449	367								
AT5G48543	0	0	0								
AT5G48545	554	1241	781								
AT5G48550	0	0	0								
AT5G48560	37	60	31								
AT5G48570	36	103	72								
AT5G48575	0	0	0								
AT5G48580	3713	5641	4482								
AT5G48590	225	698	428								
AT5G48595	0	0	0								
AT5G48600	46	77	79								
AT5G48605	0	0	0								
AT5G48610	130	409	226								
AT5G48620	1454	2329	1451								
AT5G48630	1964	2635	1476								
AT5G48640	153	592	190								
AT5G48650	36	76	49								
AT5G48655	792	1625	1072								
AT5G48657	127	94	109								
AT5G48660	365	632	343								
AT5G48670	126	153	121								
AT5G48675	0	0	0								
AT5G48680	498	1129	752								
AT5G48690	13	19	10								
AT5G48700	0	0	0								
AT5G48710	0	0	0								
AT5G48720	9	49	20								
AT5G48730	31	84	74								
AT5G48740	5	14	5								
AT5G48750	0	0	0								
AT5G48760	1598	1355	1053								
AT5G48770	0	2	1								
AT5G48775	22	124	52								
AT5G48780	37	72	62								
AT5G48790	183	556	193								
AT5G48800	309	683	440								
AT5G48810	9275	21137	10422								
AT5G48820	12	21	13								
AT5G48830	139	235	146								
AT5G48835	0	0	0								
AT5G48840	288	841	505								
AT5G48850	18	34	24								
AT5G48860	0	0	0								
AT5G48870	740	1793	992								
AT5G48880	35	138	91								
AT5G48890	14	159	76								
AT5G48900	3142	4820	3304								
AT5G48905	0	0	0								
AT5G48910	128	346	180								
AT5G48920	111	155	87								
AT5G48930	3164	8220	5132								
AT5G48940	44	107	69								
AT5G48945	0	0	0								
AT5G48950	3	14	12								
AT5G48953	0	0	0								
AT5G48960	292	734	436								
AT5G48965	196	274	227								
AT5G48970	592	1052	732								
AT5G48980	7	15	6								
AT5G48990	349	753	360								
AT5G49000	14	55	28								
AT5G49010	107	328	174								
AT5G49015	49	87	35								
AT5G49020	245	837	289								
AT5G49030	146	453	274								
AT5G49040	0	2	2								
AT5G49050	0	0	0								
AT5G49060	54	87	63								
AT5G49070	0	0	0								
AT5G49080	500	462	673								
AT5G49090	0	0	0								
AT5G49100	774	1371	900								
AT5G49110	0	4	4								
AT5G49120	42	48	56								
AT5G49130	0	0	0								
AT5G49138	4	4	2								
AT5G49140	0	0	0								
AT5G49150	0	0	0								
AT5G49152	0	0	0								
AT5G49160	198	402	303								
AT5G49170	191	209	256								
AT5G49180	1	0	0								
AT5G49190	4	14	7								
AT5G49200	0	0	0								
AT5G49210	1404	1952	1474								
AT5G49215	102	182	64								
AT5G49220	473	935	504								
AT5G49230	291	888	484								
AT5G49240	0	0	0								
AT5G49250	0	0	0								
AT5G49260	0	0	0								
AT5G49270	171	126	122								
AT5G49280	1474	1354	1024								
AT5G49290	0	2	0								
AT5G49300	1	20	23								
AT5G49301	0	0	0								
AT5G49310	0	0	0								
AT5G49320	12	47	19								
AT5G49330	102	165	140								
AT5G49334	0	0	0								
AT5G49340	0	0	0								
AT5G49350	4	9	7								
AT5G49360	12106	12056	14744								
AT5G49370	0	0	0								
AT5G49380	1	1	0								
AT5G49390	22	55	28								
AT5G49400	624	744	541								
AT5G49410	20	56	31								
AT5G49420	0	0	0								
AT5G49430	0	4	5								
AT5G49435	0	0	0								
AT5G49440	18	37	38								
AT5G49448	0	0	0								
AT5G49450	0	0	0								
AT5G49460	6679	4856	3021								
AT5G49465	0	0	0								
AT5G49470	250	671	259								
AT5G49480	255	345	358								
AT5G49490	0	0	0								
AT5G49500	0	1	2								
AT5G49510	1563	5005	2404								
AT5G49520	310	581	264								
AT5G49525	0	0	0								
AT5G49530	290	271	196								
AT5G49540	656	1339	961								
AT5G49550	0	0	0								
AT5G49555	82	325	219								
AT5G49560	32	198	81								
AT5G49570	93	240	121								
AT5G49580	184	513	207								
AT5G49590	0	0	0								
AT5G49600	2	2	0								
AT5G49610	167	184	141								
AT5G49615	0	0	0								
AT5G49620	17	17	24								
AT5G49630	364	796	469								
AT5G49640	0	0	0								
AT5G49650	166	454	326								
AT5G49660	9	9	6								
AT5G49665	446	507	427								
AT5G49680	0	0	2								
AT5G49690	549	991	649								
AT5G49700	3	2	9								
AT5G49710	608	2241	929								
AT5G49720	31065	35784	28028								
AT5G49730	26	77	51								
AT5G49740	17	42	24								
AT5G49743	0	0	0								
AT5G49746	0	0	0								
AT5G49750	0	0	0								
AT5G49760	894	1492	914								
AT5G49770	1	2	1								
AT5G49780	15	55	22								
AT5G49790	0	0	0								
AT5G49800	462	665	527								
AT5G49810	873	1770	1159								
AT5G49820	803	2143	1406								
AT5G49830	1150	1528	1176								
AT5G49840	300	1028	563								
AT5G49850	306	310	222								
AT5G49860	0	1	0								
AT5G49870	117	66	70								
AT5G49880	193	472	279								
AT5G49890	1005	1204	892								
AT5G49900	60	171	74								
AT5G49910	4774	8463	7009								
AT5G49920	0	3	1								
AT5G49930	24	57	53								
AT5G49940	1088	1839	866								
AT5G49945	251	481	371								
AT5G49950	285	757	502								
AT5G49960	16	65	18								
AT5G49970	269	466	322								
AT5G49980	273	639	451								
AT5G49990	30	89	83								
AT5G50000	1026	1114	954								
AT5G50010	0	0	0								
AT5G50011	0	0	0								
AT5G50012	0	0	0								
AT5G50020	705	1083	668								
AT5G50030	0	0	0								
AT5G50040	0	0	0								
AT5G50050	0	0	0								
AT5G50060	0	1	2								
AT5G50070	0	0	0								
AT5G50080	0	0	0								
AT5G50090	24	45	26								
AT5G50100	14	18	28								
AT5G50110	88	200	104								
AT5G50111	0	0	0								
AT5G50115	0	0	0								
AT5G50120	1	8	10								
AT5G50130	4	27	7								
AT5G50136	0	0	0								
AT5G50140	0	0	0								
AT5G50150	476	180	257								
AT5G50160	19	23	5								
AT5G50170	265	468	340								
AT5G50175	79	98	64								
AT5G50180	157	274	291								
AT5G50190	0	0	0								
AT5G50200	324	925	385								
AT5G50210	216	463	330								
AT5G50220	0	0	0								
AT5G50230	417	705	444								
AT5G50240	128	389	146								
AT5G50250	113	720	259								
AT5G50260	8	7	5								
AT5G50270	0	0	0								
AT5G50280	5	17	11								
AT5G50290	17	51	32								
AT5G50300	49	91	86								
AT5G50310	301	945	491								
AT5G50315	146	309	232								
AT5G50320	48	77	64								
AT5G50330	296	575	505								
AT5G50335	411	532	482								
AT5G50340	34	114	51								
AT5G50345	0	0	0								
AT5G50350	676	829	539								
AT5G50360	82	67	78								
AT5G50361	0	0	0								
AT5G50370	1033	1610	1298								
AT5G50375	1436	2111	1409								
AT5G50380	558	1105	629								
AT5G50390	1	1	7								
AT5G50400	1	20	4								
AT5G50410	178	506	226								
AT5G50420	140	194	155								
AT5G50423	0	0	0								
AT5G50430	103	311	207								
AT5G50440	426	700	363								
AT5G50450	226	161	205								
AT5G50460	0	0	0								
AT5G50470	0	0	0								
AT5G50480	0	0	0								
AT5G50490	0	1	0								
AT5G50500	0	0	0								
AT5G50510	0	0	0								
AT5G50520	0	0	0								
AT5G50530	62	52	19								
AT5G50540	0	0	0								
AT5G50550	0	0	0								
AT5G50560	0	0	0								
AT5G50562	0	0	0								
AT5G50565	0	0	0								
AT5G50570	51	45	47								
AT5G50580	0	0	0								
AT5G50590	0	0	0								
AT5G50600	0	0	0								
AT5G50610	0	0	0								
AT5G50620	0	0	0								
AT5G50630	0	0	0								
AT5G50640	1	0	0								
AT5G50645	0	0	0								
AT5G50650	0	0	0								
AT5G50660	0	0	0								
AT5G50665	0	0	0								
AT5G50670	0	17	7								
AT5G50680	0	0	0								
AT5G50690	0	0	0								
AT5G50700	4	6	12								
AT5G50710	0	0	0								
AT5G50715	0	0	0								
AT5G50717	0	0	0								
AT5G50720	43	46	51								
AT5G50740	240	308	424								
AT5G50750	168	461	265								
AT5G50760	74	83	42								
AT5G50770	1	9	2								
AT5G50780	105	270	166								
AT5G50790	0	2	0								
AT5G50800	0	4	2								
AT5G50801	0	0	0								
AT5G50805	0	0	0								
AT5G50810	4419	6001	3961								
AT5G50820	30	99	50								
AT5G50830	0	3	5								
AT5G50840	157	422	267								
AT5G50850	2478	4127	2769								
AT5G50860	217	491	362								
AT5G50870	330	2315	825								
AT5G50880	0	0	0								
AT5G50890	0	4	0								
AT5G50900	1054	1422	1197								
AT5G50910	0	0	0								
AT5G50915	116	170	99								
AT5G50920	8024	17737	12147								
AT5G50930	25	48	24								
AT5G50940	5	6	8								
AT5G50950	17	25	6								
AT5G50960	2560	3950	2639								
AT5G50970	52	155	65								
AT5G50990	13	27	13								
AT5G50995	0	0	0								
AT5G51000	0	0	0								
AT5G51010	2282	4908	2936								
AT5G51020	705	1773	750								
AT5G51030	0	1	0								
AT5G51040	331	606	477								
AT5G51050	3	19	3								
AT5G51055	0	0	0								
AT5G51060	894	443	514								
AT5G51070	397	1082	588								
AT5G51080	105	193	128								
AT5G51090	0	0	0								
AT5G51100	827	2549	1316								
AT5G51105	13	19	5								
AT5G51110	2952	6148	3494								
AT5G51120	1049	1661	814								
AT5G51130	32	101	39								
AT5G51140	94	568	240								
AT5G51150	896	1635	886								
AT5G51160	40	51	47								
AT5G51170	59	141	115								
AT5G51174	0	0	0								
AT5G51180	77	330	121								
AT5G51190	276	525	319								
AT5G51195	0	0	0								
AT5G51200	419	788	609								
AT5G51210	3803	8127	4930								
AT5G51220	192	638	508								
AT5G51230	30	137	100								
AT5G51250	0	0	0								
AT5G51260	80	179	71								
AT5G51270	0	1	0								
AT5G51280	392	770	438								
AT5G51290	67	164	68								
AT5G51300	331	1127	793								
AT5G51310	5	4	2								
AT5G51320	0	0	0								
AT5G51330	0	0	0								
AT5G51340	331	805	453								
AT5G51350	100	161	127								
AT5G51360	0	0	0								
AT5G51370	8	43	16								
AT5G51380	145	428	226								
AT5G51390	0	0	0								
AT5G51400	1420	2923	2044								
AT5G51410	374	663	368								
AT5G51420	0	0	0								
AT5G51430	296	431	288								
AT5G51440	133	426	322								
AT5G51450	56	156	94								
AT5G51451	0	2	0								
AT5G51460	350	489	215								
AT5G51470	1	5	0								
AT5G51480	2	4	2								
AT5G51490	18	55	23								
AT5G51500	4	7	6								
AT5G51510	2666	3428	1564								
AT5G51520	0	28	11								
AT5G51530	0	0	0								
AT5G51540	36	133	70								
AT5G51545	463	1512	671								
AT5G51550	1635	2746	2528								
AT5G51560	235	468	304								
AT5G51570	1438	1480	1442								
AT5G51580	0	0	0								
AT5G51590	184	328	253								
AT5G51600	43	66	86								
AT5G51610	0	3	0								
AT5G51620	164	290	179								
AT5G51630	130	308	133								
AT5G51640	894	1287	681								
AT5G51650	0	0	0								
AT5G51660	87	408	167								
AT5G51670	6	47	61								
AT5G51680	75	126	99								
AT5G51690	275	568	287								
AT5G51700	210	394	208								
AT5G51710	68	177	55								
AT5G51720	0	0	0								
AT5G51730	112	173	145								
AT5G51740	123	259	182								
AT5G51750	1108	3957	1960								
AT5G51760	114	345	144								
AT5G51770	1	13	5								
AT5G51780	2186	2956	1790								
AT5G51790	3	29	9								
AT5G51795	0	0	10								
AT5G51800	0	4	5								
AT5G51810	75	94	71								
AT5G51812	0	0	0								
AT5G51820	124	207	162								
AT5G51830	1793	1714	1455								
AT5G51840	498	1067	630								
AT5G51845	0	0	0								
AT5G51850	98	113	41								
AT5G51860	0	0	0								
AT5G51870	1	0	0								
AT5G51880	630	1659	674								
AT5G51890	275	361	292								
AT5G51900	0	0	0								
AT5G51910	75	132	90								
AT5G51920	9	8	2								
AT5G51930	0	0	0								
AT5G51940	805	2972	1634								
AT5G51950	0	2	1								
AT5G51960	819	1377	994								
AT5G51970	3564	7270	4575								
AT5G51980	354	873	570								
AT5G51990	0	1	1								
AT5G52000	0	0	0								
AT5G52010	75	398	335								
AT5G52020	89	44	61								
AT5G52030	4	28	16								
AT5G52040	2049	3366	1860								
AT5G52050	21	26	17								
AT5G52055	0	0	0								
AT5G52060	1112	1159	1112								
AT5G52065	0	0	0								
AT5G52067	0	0	0								
AT5G52070	204	555	223								
AT5G52080	0	0	0								
AT5G52090	0	0	0								
AT5G52100	406	1363	490								
AT5G52110	256	641	404								
AT5G52120	275	280	230								
AT5G52130	0	0	0								
AT5G52140	0	0	0								
AT5G52145	0	0	0								
AT5G52150	0	0	0								
AT5G52160	0	0	0								
AT5G52170	0	4	2								
AT5G52180	987	1325	1104								
AT5G52190	127	336	229								
AT5G52200	564	1227	786								
AT5G52210	255	899	276								
AT5G52220	0	0	0								
AT5G52230	127	257	164								
AT5G52240	7701	21284	13325								
AT5G52250	293	251	135								
AT5G52260	7	23	7								
AT5G52270	3	11	1								
AT5G52272	0	0	0								
AT5G52280	1046	1889	1431								
AT5G52290	0	0	0								
AT5G52300	1249	1481	1529								
AT5G52310	1208	1912	961								
AT5G52320	7	18	6								
AT5G52330	1	18	9								
AT5G52340	0	0	0								
AT5G52350	0	0	0								
AT5G52355	0	0	0								
AT5G52360	0	0	0								
AT5G52370	1189	3087	1658								
AT5G52380	130	381	184								
AT5G52390	0	0	0								
AT5G52400	0	0	0								
AT5G52410	51	158	99								
AT5G52415	0	0	0								
AT5G52420	384	513	363								
AT5G52430	601	1047	641								
AT5G52440	1450	5252	2936								
AT5G52450	19	62	34								
AT5G52460	0	0	0								
AT5G52470	2897	7730	4520								
AT5G52471	0	0	0								
AT5G52480	0	0	0								
AT5G52490	0	0	0								
AT5G52495	0	0	0								
AT5G52500	0	0	1								
AT5G52510	1680	1905	2363								
AT5G52520	574	1802	1253								
AT5G52530	264	255	415								
AT5G52540	41	42	74								
AT5G52545	298	447	161								
AT5G52547	55	138	67								
AT5G52550	0	0	0								
AT5G52552	0	0	0								
AT5G52560	250	276	227								
AT5G52570	45	40	34								
AT5G52580	1660	1779	1222								
AT5G52600	2	4	0								
AT5G52605	0	0	0								
AT5G52610	0	0	0								
AT5G52620	0	0	0								
AT5G52630	7	28	12								
AT5G52640	414	379	357								
AT5G52650	4407	7327	4848								
AT5G52660	210	474	324								
AT5G52670	0	0	0								
AT5G52680	0	2	1								
AT5G52690	0	0	0								
AT5G52700	0	0	0								
AT5G52710	3	0	0								
AT5G52720	0	0	0								
AT5G52730	0	0	0								
AT5G52740	0	0	0								
AT5G52750	16	49	24								
AT5G52760	11	4	4								
AT5G52770	0	0	0								
AT5G52780	1331	3474	2063								
AT5G52790	12	37	24								
AT5G52797	0	0	0								
AT5G52800	0	0	0								
AT5G52810	88	280	180								
AT5G52815	0	0	0								
AT5G52820	870	704	517								
AT5G52830	75	106	161								
AT5G52840	1191	3677	2563								
AT5G52850	10	30	23								
AT5G52860	5	1	6								
AT5G52870	106	185	106								
AT5G52880	77	151	102								
AT5G52882	928	575	684								
AT5G52890	69	105	66								
AT5G52900	174	203	211								
AT5G52901	0	0	0								
AT5G52910	44	104	55								
AT5G52920	5839	16040	7754								
AT5G52930	0	2	0								
AT5G52940	0	3	4								
AT5G52950	2	9	12								
AT5G52960	2222	3193	2245								
AT5G52965	0	0	0								
AT5G52970	1288	4489	2300								
AT5G52975	2	3	4								
AT5G52980	1042	1296	823								
AT5G52990	633	1191	827								
AT5G53000	770	974	667								
AT5G53010	27	206	110								
AT5G53020	175	359	167								
AT5G53030	2	7	3								
AT5G53040	0	0	0								
AT5G53045	183	292	264								
AT5G53048	1	2	1								
AT5G53050	62	220	123								
AT5G53060	220	363	219								
AT5G53070	34	73	36								
AT5G53080	13	35	18								
AT5G53090	46	155	81								
AT5G53100	0	0	0								
AT5G53110	544	257	188								
AT5G53120	297	582	562								
AT5G53130	143	329	188								
AT5G53135	0	0	0								
AT5G53140	3160	4141	2342								
AT5G53144	0	0	0								
AT5G53150	154	270	275								
AT5G53160	873	1030	912								
AT5G53170	300	633	419								
AT5G53180	648	890	835								
AT5G53190	121	224	187								
AT5G53200	37	21	16								
AT5G53205	0	0	0								
AT5G53210	0	1	0								
AT5G53220	205	451	179								
AT5G53230	0	1	0								
AT5G53240	0	0	0								
AT5G53250	45361	52690	33864								
AT5G53260	1	2	0								
AT5G53270	4	2	3								
AT5G53280	1682	1811	1551								
AT5G53290	36	45	63								
AT5G53300	26007	48467	36815								
AT5G53310	458	1283	595								
AT5G53320	50	78	56								
AT5G53330	2373	2615	1560								
AT5G53340	374	1013	486								
AT5G53350	1564	3022	1367								
AT5G53360	186	356	255								
AT5G53370	223	378	255								
AT5G53380	0	0	0								
AT5G53390	0	0	0								
AT5G53400	2033	2332	1728								
AT5G53410	0	0	0								
AT5G53420	331	536	383								
AT5G53430	64	108	69								
AT5G53440	120	245	137								
AT5G53450	302	736	288								
AT5G53451	0	0	0								
AT5G53460	3185	3140	3464								
AT5G53470	160	328	148								
AT5G53480	427	747	460								
AT5G53486	5	4	0								
AT5G53487	0	0	0								
AT5G53490	2391	5873	3548								
AT5G53500	243	437	389								
AT5G53510	0	0	0								
AT5G53520	0	0	0								
AT5G53530	1799	2910	1634								
AT5G53540	345	1251	728								
AT5G53550	183	238	176								
AT5G53560	19460	52347	28289								
AT5G53570	783	1389	928								
AT5G53580	204	607	385								
AT5G53588	0	0	0								
AT5G53590	0	0	0								
AT5G53592	0	1	0								
AT5G53600	0	0	0								
AT5G53610	0	0	0								
AT5G53620	53	159	103								
AT5G53635	0	0	0								
